GCF NAME						
B33116	B33116.1					
GCF_000008285	NC_002973.6					
GCF_000021185	NC_011660.1					
GCF_000022925	NC_013768.1					
GCF_000026705	NC_012488.1					
GCF_000093125	NC_013766.2	NC_013767.1				
GCF_000168575	NC_017546.1					
GCF_000168595	NC_017547.1					
GCF_000168635	NC_017545.1					
GCF_000168695	NC_017544.1					
GCF_000195395	NC_021829.4					
GCF_000195435	NC_021830.2					
GCF_000196035	NC_003210.1					
GCF_000197755	NC_018587.1	NC_014495.1				
GCF_000209755	NC_017529.1					
GCF_000210815	NC_018588.1	NC_018889.1				
GCF_000218305	NC_017537.1					
GCF_000258905	NC_017728.1					
GCF_000306905	NC_018586.1					
GCF_000306985	NC_018593.1					
GCF_000307005	NC_018589.1					
GCF_000307045	NC_018592.1					
GCF_000307065	NC_018590.1					
GCF_000307085	NC_018642.1					
GCF_000307615	NC_018585.1					
GCF_000318055	NC_019556.1					
GCF_000438585	NC_021838.1	NC_021828.1				
GCF_000438605	NC_021823.1					
GCF_000438625	NC_021824.1					
GCF_000438645	NC_021837.1					
GCF_000438665	NC_021825.2					
GCF_000438685	NC_021826.1	NC_022045.1				
GCF_000438705	NC_021839.1	NC_022046.1				
GCF_000438725	NC_021827.1	NC_022047.1				
GCF_000438745	NC_021840.1	NC_022051.1				
GCF_000513595	NZ_CP006858.1					
GCF_000513615	NZ_CP006874.1					
GCF_000513635	NZ_CP006859.1					
GCF_000513655	NZ_CP006860.1					
GCF_000513675	NZ_CP006861.1					
GCF_000513695	NZ_CP006862.1					
GCF_000568475	NZ_CP007160.1					
GCF_000568935	NZ_CP007210.1					
GCF_000577745	NZ_HG813249.1	NZ_HG813250.1				
GCF_000582845	NC_022568.1					
GCF_000600015	NZ_CP007492.1					
GCF_000613085	NZ_HG813247.1	NZ_HG813248.1				
GCF_000681515	NZ_CP007600.2					
GCF_000746625	NZ_CP009258.1					
GCF_000800335	NZ_CP009897.1					
GCF_000808055	NZ_CP010346.1					
GCF_000950775	NZ_CP011004.1					
GCF_001005925	NZ_CP011398.2	NZ_CP011399.1				
GCF_001005985	NZ_CP011397.1					
GCF_001027065	NZ_CP007689.1					
GCF_001027085	NZ_CP007688.1					
GCF_001027125	NZ_CP007687.1					
GCF_001027165	NZ_CP007686.1					
GCF_001027205	NZ_CP007685.1					
GCF_001027245	NZ_CP007684.1					
GCF_001047715	NZ_CP012021.2					
GCF_001188025	NZ_CP026043.1					
GCF_001188045	NZ_CP030102.1	NZ_CP030101.1				
GCF_001188655	NZ_CP009242.1					
GCF_001454845	NZ_CP013285.1					
GCF_001454865	NZ_CP013286.1					
GCF_001454885	NZ_CP013287.1					
GCF_001454925	NZ_CP013289.1					
GCF_001483405	NZ_CP013722.1					
GCF_001483425	NZ_CP013723.1					
GCF_001483445	NZ_CP013724.1	NZ_CP013725.1				
GCF_001513695	NZ_CP013919.1					
GCF_001548585	NZ_CP014252.2	NZ_CP014253.1	NZ_CP014254.1			
GCF_001548635	NZ_CP014250.2	NZ_CP014251.1				
GCF_001551855	NZ_CP014261.1					
GCF_001596775	NZ_CP014790.1	NZ_CP015985.1				
GCF_001644625	NZ_CP011345.1					
GCF_001889585	NZ_CP018148.2					
GCF_001889645	NZ_CP018149.2					
GCF_001908335	NZ_CP016213.2					
GCF_001913195	NZ_CP018685.1					
GCF_001952735	NZ_CP019164.1					
GCF_001952755	NZ_CP019165.1	NZ_CP019166.1				
GCF_001952775	NZ_CP019167.1	NZ_CP019168.1				
GCF_001952795	NZ_CP019170.1					
GCF_001998915	NZ_CP019614.1					
GCF_001998945	NZ_CP019615.1					
GCF_001998985	NZ_CP019616.1					
GCF_001999005	NZ_CP019617.1					
GCF_001999025	NZ_CP019618.1					
GCF_001999045	NZ_CP019619.1					
GCF_001999065	NZ_CP019620.1					
GCF_001999085	NZ_CP019621.1					
GCF_001999105	NZ_CP019622.1					
GCF_001999125	NZ_CP019623.1					
GCF_001999145	NZ_CP019624.1					
GCF_001999165	NZ_CP019625.1					
GCF_002025165	NZ_CP020022.1					
GCF_002043045	NZ_CP015593.1					
GCF_002101275	NZ_CP020774.1					
GCF_002105615	NZ_CP020827.1					
GCF_002105635	NZ_CP020828.1	NZ_CP020829.1				
GCF_002105655	NZ_CP020830.1					
GCF_002105675	NZ_CP020831.1					
GCF_002105695	NZ_CP020832.1					
GCF_002105715	NZ_CP020833.1	NZ_CP020834.1				
GCF_002116675	NZ_CP007583.1					
GCF_002208215	NZ_CP022020.1	NZ_CP022021.1				
GCF_002213505	NZ_CP008821.1					
GCF_002213545	NZ_CP007007.1					
GCF_002213565	NZ_CP007008.1					
GCF_002213585	NZ_CP007009.1					
GCF_002213605	NZ_CP007010.1					
GCF_002213625	NZ_CP007011.1					
